timestamp,ghi,temperature,wind_speed,humidity,power_kw
2023-01-04 13:00:00,49.96,-7.81,3.93,92.71,0.3487
2023-01-04 14:00:00,0.0,-10.96,3.7,91.06,0.3173
2023-01-04 15:00:00,0.37,-6.51,7.76,94.14,0.0886
2023-01-04 16:00:00,14.42,-6.66,5.07,93.04,0.5629
2023-01-04 17:00:00,13.4,-7.29,3.71,88.02,0.0
2023-01-04 18:00:00,19.96,-8.97,3.42,88.37,0.5395
2023-01-04 19:00:00,0.0,-8.79,5.77,90.93,0.0
2023-01-04 20:00:00,0.0,-14.6,3.31,89.88,0.1343
2023-01-04 21:00:00,0.0,-12.29,3.37,95.89,0.0
2023-01-04 22:00:00,0.0,-15.38,3.38,90.37,0.0436
2023-01-04 23:00:00,0.0,-13.56,3.22,82.2,0.0541
2023-01-05 00:00:00,0.0,-9.74,3.64,83.31,0.0
2023-01-05 01:00:00,0.0,-10.68,3.21,88.03,0.0
2023-01-05 02:00:00,11.99,-11.24,3.99,92.83,0.0952
2023-01-05 03:00:00,0.0,-12.45,5.39,85.6,0.036
2023-01-05 04:00:00,0.0,-13.46,3.61,92.48,0.0
2023-01-05 05:00:00,38.98,-10.37,3.59,85.39,0.4139
2023-01-05 06:00:00,0.0,-7.75,4.13,90.02,0.0
2023-01-05 07:00:00,22.13,-8.37,3.72,91.3,0.3186
2023-01-05 08:00:00,0.0,-11.64,3.87,83.51,0.0
2023-01-05 09:00:00,0.0,-7.64,3.5,91.2,0.0
2023-01-05 10:00:00,0.0,-11.2,4.08,97.3,0.0264
2023-01-05 11:00:00,25.18,-5.46,3.89,88.23,0.2229
2023-01-05 12:00:00,75.21,-8.35,5.26,89.6,0.6877
2023-01-05 13:00:00,0.0,-9.52,5.67,90.49,0.1404
2023-01-05 14:00:00,13.03,-5.73,5.74,89.68,0.2917
2023-01-05 15:00:00,7.13,-6.73,3.47,89.34,0.1934
2023-01-05 16:00:00,0.0,-8.0,3.5,88.96,0.0
2023-01-05 17:00:00,0.0,-4.81,5.31,81.39,0.0
2023-01-05 18:00:00,2.16,-8.7,4.58,91.49,0.2118
2023-01-05 19:00:00,0.0,-12.04,3.75,83.85,0.1202
2023-01-05 20:00:00,6.98,-10.43,4.07,91.11,0.2693
2023-01-05 21:00:00,0.66,-12.66,3.27,92.73,0.0201
2023-01-05 22:00:00,48.05,-10.03,3.36,91.26,0.6393
2023-01-05 23:00:00,0.0,-12.3,3.55,84.8,0.0996
2023-01-06 00:00:00,0.0,-12.22,4.21,90.7,0.2164
2023-01-06 01:00:00,5.38,-15.77,3.63,88.06,0.0
2023-01-06 02:00:00,6.6,-12.46,5.16,86.18,0.0943
2023-01-06 03:00:00,40.78,-12.22,3.82,99.44,0.6115
2023-01-06 04:00:00,25.05,-13.53,3.27,84.63,0.4657
2023-01-06 05:00:00,10.71,-11.2,3.21,91.6,0.0547
2023-01-06 06:00:00,43.9,-9.11,4.09,96.75,0.5574
2023-01-06 07:00:00,0.0,-9.22,4.18,91.04,0.1103
2023-01-06 08:00:00,0.0,-11.31,3.87,86.05,0.1882
2023-01-06 09:00:00,0.0,-8.41,3.38,86.37,0.0534
2023-01-06 10:00:00,0.0,-8.32,3.89,82.14,0.0386
2023-01-06 11:00:00,0.0,-6.7,4.28,89.59,0.0
2023-01-06 12:00:00,69.05,-6.81,4.22,89.78,0.9466
2023-01-06 13:00:00,28.69,-7.91,5.28,87.87,0.5112
2023-01-06 14:00:00,0.0,-8.29,5.09,96.24,0.1565
2023-01-06 15:00:00,0.0,-7.73,3.52,88.94,0.1113
2023-01-06 16:00:00,9.41,-6.56,3.6,81.37,0.1427
2023-01-06 17:00:00,25.14,-8.65,3.43,96.71,0.1972
2023-01-06 18:00:00,59.9,-7.14,3.8,83.38,0.565
2023-01-06 19:00:00,87.42,-8.49,3.25,91.86,1.1457
2023-01-06 20:00:00,12.43,-8.49,4.82,92.52,0.3109
2023-01-06 21:00:00,0.0,-9.37,3.22,88.93,0.0368
2023-01-06 22:00:00,0.0,-9.46,5.09,94.0,0.0367
2023-01-06 23:00:00,8.03,-15.19,7.71,89.72,0.1252
2023-01-07 00:00:00,0.0,-11.7,4.27,87.43,0.1798
2023-01-07 01:00:00,0.0,-10.45,3.87,78.81,0.1135
2023-01-07 02:00:00,0.0,-9.79,5.94,80.57,0.0
2023-01-07 03:00:00,0.0,-13.66,3.84,100.0,0.0763
2023-01-07 04:00:00,31.98,-10.18,5.31,92.91,0.1273
2023-01-07 05:00:00,4.71,-10.62,3.65,95.52,0.0
2023-01-07 06:00:00,0.0,-6.3,4.36,100.0,0.0
2023-01-07 07:00:00,0.0,-11.99,3.27,87.45,0.0
2023-01-07 08:00:00,0.0,-10.03,4.62,88.56,0.0
2023-01-07 09:00:00,0.0,-11.49,4.99,81.01,0.0
2023-01-07 10:00:00,0.0,-7.11,3.54,87.82,0.1759
2023-01-07 11:00:00,88.39,-2.57,4.18,87.68,0.9051
2023-01-07 12:00:00,53.91,-7.08,4.2,87.31,0.5598
2023-01-07 13:00:00,64.84,-6.89,3.65,94.52,0.6019
2023-01-07 14:00:00,0.0,-6.29,4.17,92.84,0.0848
2023-01-07 15:00:00,0.0,-8.1,6.32,93.87,0.2071
2023-01-07 16:00:00,0.0,-7.76,3.58,83.17,0.0784
2023-01-07 17:00:00,0.0,-8.43,5.1,89.41,0.0522
2023-01-07 18:00:00,63.85,-11.68,4.03,90.98,0.4361
2023-01-07 19:00:00,0.0,-10.96,5.08,98.6,0.0
2023-01-07 20:00:00,25.15,-10.01,3.37,89.85,0.3839
2023-01-07 21:00:00,0.0,-10.26,3.94,88.45,0.1799
2023-01-07 22:00:00,27.95,-9.99,3.96,94.7,0.4096
2023-01-07 23:00:00,11.55,-12.22,3.4,87.97,0.4459
2023-01-08 00:00:00,0.0,-12.29,3.58,91.51,0.0
2023-01-08 01:00:00,0.0,-11.4,3.99,91.36,0.0
2023-01-08 02:00:00,0.0,-13.79,4.33,86.55,0.0575
2023-01-08 03:00:00,13.38,-13.39,3.53,85.7,0.346
2023-01-08 04:00:00,0.0,-11.75,3.72,88.75,0.2158
2023-01-08 05:00:00,0.0,-13.33,3.44,86.75,0.0
2023-01-08 06:00:00,0.0,-9.18,3.37,81.42,0.0166
2023-01-08 07:00:00,5.18,-7.12,9.49,92.52,0.2013
2023-01-08 08:00:00,47.37,-9.92,4.1,91.76,0.6786
2023-01-08 09:00:00,4.8,-7.01,4.28,85.2,0.1389
2023-01-08 10:00:00,0.0,-8.66,4.32,84.71,0.0
2023-01-08 11:00:00,43.93,-9.13,3.44,91.36,0.044
2023-01-08 12:00:00,89.18,-2.89,4.29,97.67,1.2997
2023-01-08 13:00:00,41.94,-9.11,4.36,94.02,0.5684
2023-01-08 14:00:00,0.0,-9.96,4.64,94.92,0.0
2023-01-08 15:00:00,33.19,-7.45,4.45,87.39,0.3264
2023-01-08 16:00:00,12.86,-7.96,3.63,90.99,0.1847
2023-01-08 17:00:00,46.07,-7.89,6.4,88.25,0.5926
2023-01-08 18:00:00,5.5,-6.0,4.82,85.28,0.0
2023-01-08 19:00:00,0.0,-12.33,4.15,89.89,0.0
2023-01-08 20:00:00,0.0,-12.66,4.26,84.57,0.075
2023-01-08 21:00:00,49.53,-8.9,3.65,85.19,0.4759
2023-01-08 22:00:00,51.71,-10.72,6.22,86.69,0.3242
2023-01-08 23:00:00,0.0,-11.3,4.01,87.22,0.0
2023-01-09 00:00:00,0.0,-14.18,3.52,88.65,0.0
2023-01-09 01:00:00,43.84,-10.65,4.11,78.47,0.2551
2023-01-09 02:00:00,0.0,-10.99,4.38,84.14,0.2452
2023-01-09 03:00:00,0.0,-11.74,3.82,96.65,0.1782
2023-01-09 04:00:00,19.3,-12.67,3.89,88.75,0.3595
2023-01-09 05:00:00,0.0,-10.56,3.66,91.6,0.0136
2023-01-09 06:00:00,0.0,-6.7,4.02,90.88,0.0
2023-01-09 07:00:00,0.0,-11.41,3.86,88.26,0.0
2023-01-09 08:00:00,10.13,-10.1,4.05,84.38,0.314
2023-01-09 09:00:00,42.22,-9.13,3.42,86.05,0.3609
2023-01-09 10:00:00,2.72,-8.22,3.6,98.59,0.0259
2023-01-09 11:00:00,54.67,-7.13,4.6,86.13,0.5736
2023-01-09 12:00:00,0.0,-5.08,4.49,97.41,0.0
2023-01-09 13:00:00,33.89,-6.18,3.6,86.72,0.3623
2023-01-09 14:00:00,0.0,-7.28,3.62,87.2,0.0
2023-01-09 15:00:00,0.0,-7.32,3.6,89.18,0.0
2023-01-09 16:00:00,0.0,-7.25,3.34,87.92,0.0
2023-01-09 17:00:00,0.0,-12.59,6.09,84.1,0.0
2023-01-09 18:00:00,27.48,-7.86,5.44,88.73,0.1692
2023-01-09 19:00:00,0.0,-12.43,3.69,81.44,0.0
2023-01-09 20:00:00,0.92,-12.39,6.13,90.62,0.0
2023-01-09 21:00:00,0.0,-11.44,3.68,89.92,0.0
2023-01-09 22:00:00,0.0,-12.75,3.99,92.44,0.0
2023-01-09 23:00:00,30.08,-11.92,3.78,86.31,0.1852
2023-01-10 00:00:00,16.14,-12.71,3.9,92.37,0.0
2023-01-10 01:00:00,40.12,-13.47,4.88,90.83,0.6812
2023-01-10 02:00:00,0.0,-9.54,4.82,89.31,0.0
2023-01-10 03:00:00,0.0,-10.7,4.52,98.56,0.0
2023-01-10 04:00:00,0.0,-10.89,7.92,91.03,0.1115
2023-01-10 05:00:00,7.27,-9.39,4.45,86.36,0.009
2023-01-10 06:00:00,5.3,-11.41,4.68,96.36,0.0505
2023-01-10 07:00:00,0.0,-4.87,3.47,91.23,0.0176
2023-01-10 08:00:00,2.71,-10.67,3.73,97.57,0.169
2023-01-10 09:00:00,6.85,-7.65,5.53,79.4,0.1095
2023-01-10 10:00:00,75.52,-7.97,3.56,87.17,0.6311
2023-01-10 11:00:00,91.66,-7.75,4.22,87.19,0.8435
2023-01-10 12:00:00,24.4,-7.91,3.51,79.23,0.047
2023-01-10 13:00:00,26.73,-8.64,3.61,89.51,0.215
2023-01-10 14:00:00,0.0,-5.02,5.76,86.82,0.0447
2023-01-10 15:00:00,0.0,-10.28,4.3,78.68,0.0
2023-01-10 16:00:00,9.47,-6.53,4.08,84.85,0.0
2023-01-10 17:00:00,36.18,-7.92,3.83,95.61,0.2878
2023-01-10 18:00:00,0.0,-10.76,3.38,93.22,0.0
2023-01-10 19:00:00,0.0,-9.71,4.14,85.12,0.0885
2023-01-10 20:00:00,0.0,-11.81,6.13,84.97,0.0
2023-01-10 21:00:00,0.0,-14.32,5.62,92.98,0.1536
2023-01-10 22:00:00,0.0,-14.78,3.77,78.85,0.0
2023-01-10 23:00:00,0.0,-11.58,4.13,91.64,0.0
2023-01-11 00:00:00,0.0,-11.78,3.99,79.39,0.0
2023-01-11 01:00:00,0.0,-12.4,4.55,96.76,0.0318
2023-01-11 02:00:00,0.0,-13.37,3.57,91.84,0.0691
2023-01-11 03:00:00,0.0,-12.49,6.48,79.33,0.0
2023-01-11 04:00:00,63.88,-12.14,3.42,86.65,1.1274
2023-01-11 05:00:00,0.0,-14.26,4.07,90.14,0.219
2023-01-11 06:00:00,0.0,-9.87,3.62,78.62,0.0
2023-01-11 07:00:00,55.11,-8.17,4.12,88.33,0.8174
2023-01-11 08:00:00,87.15,-8.35,3.96,90.96,1.1648
2023-01-11 09:00:00,0.0,-4.33,4.23,78.21,0.0
2023-01-11 10:00:00,0.0,-9.4,4.69,92.28,0.0
2023-01-11 11:00:00,45.6,-8.41,4.14,87.93,0.545
2023-01-11 12:00:00,101.86,-6.72,4.61,93.13,1.1238
2023-01-11 13:00:00,5.75,-6.6,3.45,87.38,0.0
2023-01-11 14:00:00,0.0,-11.19,5.2,83.27,0.0152
2023-01-11 15:00:00,23.32,-6.66,4.81,82.78,0.2658
2023-01-11 16:00:00,13.04,-7.99,4.05,86.99,0.0524
2023-01-11 17:00:00,0.0,-13.45,3.97,87.61,0.2328
2023-01-11 18:00:00,0.0,-10.22,3.73,93.87,0.0
2023-01-11 19:00:00,0.0,-12.38,4.14,87.15,0.0
2023-01-11 20:00:00,0.0,-12.4,3.8,80.75,0.0
2023-01-11 21:00:00,0.0,-14.79,3.99,86.26,0.0
2023-01-11 22:00:00,6.97,-11.75,3.56,80.93,0.0
2023-01-11 23:00:00,0.0,-9.36,3.59,90.3,0.0
2023-01-12 00:00:00,14.15,-12.45,3.82,91.32,0.2167
2023-01-12 01:00:00,30.38,-17.19,5.21,92.17,0.4886
2023-01-12 02:00:00,4.66,-12.0,3.46,86.91,0.092
2023-01-12 03:00:00,10.55,-12.49,4.16,84.92,0.1481
2023-01-12 04:00:00,1.59,-13.68,5.31,85.87,0.0009
2023-01-12 05:00:00,0.0,-10.05,4.32,87.96,0.2211
2023-01-12 06:00:00,0.0,-8.22,3.6,85.87,0.0
2023-01-12 07:00:00,9.49,-10.54,3.84,96.47,0.2369
2023-01-12 08:00:00,0.0,-11.76,3.81,86.59,0.1132
2023-01-12 09:00:00,62.8,-11.88,7.09,87.91,0.5079
2023-01-12 10:00:00,47.2,-8.71,3.66,84.66,0.6277
2023-01-12 11:00:00,46.93,-7.39,4.48,84.78,0.3564
2023-01-12 12:00:00,27.11,-8.01,3.61,82.05,0.2162
2023-01-12 13:00:00,1.98,-8.45,3.71,83.28,0.0
2023-01-12 14:00:00,35.73,-6.24,4.31,97.78,0.5834
2023-01-12 15:00:00,7.88,-6.93,4.34,91.14,0.0
2023-01-12 16:00:00,14.4,-8.08,4.03,86.73,0.2064
2023-01-12 17:00:00,0.0,-7.57,4.03,85.14,0.0
2023-01-12 18:00:00,27.82,-11.29,5.53,94.6,0.2842
2023-01-12 19:00:00,13.63,-12.94,5.95,84.24,0.079
2023-01-12 20:00:00,0.0,-12.52,4.42,79.9,0.1829
2023-01-12 21:00:00,0.0,-13.28,5.0,90.8,0.0
2023-01-12 22:00:00,7.91,-16.68,4.29,83.79,0.0
2023-01-12 23:00:00,1.57,-13.97,5.55,82.0,0.0
2023-01-13 00:00:00,0.0,-10.75,3.69,82.82,0.0
2023-01-13 01:00:00,0.0,-11.26,7.99,90.36,0.0306
2023-01-13 02:00:00,0.0,-11.51,4.65,87.76,0.1923
2023-01-13 03:00:00,4.58,-11.82,3.47,83.36,0.0
2023-01-13 04:00:00,44.14,-8.56,3.65,90.63,0.55
2023-01-13 05:00:00,0.0,-12.86,5.06,84.14,0.0
2023-01-13 06:00:00,0.0,-11.89,6.92,80.1,0.0697
2023-01-13 07:00:00,5.3,-6.93,4.93,81.74,0.0
2023-01-13 08:00:00,8.88,-8.4,5.0,88.39,0.092
2023-01-13 09:00:00,0.0,-9.18,4.09,84.36,0.1365
2023-01-13 10:00:00,0.0,-6.26,6.85,88.81,0.0
2023-01-13 11:00:00,45.2,-7.94,5.16,93.84,0.4803
2023-01-13 12:00:00,101.82,-8.63,3.47,85.13,1.1397
2023-01-13 13:00:00,0.0,-8.79,4.6,100.0,0.0
2023-01-13 14:00:00,25.91,-6.72,5.28,89.66,0.3949
2023-01-13 15:00:00,0.0,-7.43,5.63,87.4,0.0
2023-01-13 16:00:00,0.0,-5.43,3.93,81.61,0.0
2023-01-13 17:00:00,0.0,-9.76,3.95,86.54,0.0868
2023-01-13 18:00:00,0.0,-10.57,4.46,87.04,0.102
2023-01-13 19:00:00,39.0,-7.86,4.02,92.08,0.2577
2023-01-13 20:00:00,17.48,-9.49,3.8,85.3,0.2558
2023-01-13 21:00:00,51.97,-11.79,4.74,90.44,0.7386
2023-01-13 22:00:00,35.32,-15.68,3.98,88.49,0.307
2023-01-13 23:00:00,13.17,-14.48,3.74,93.16,0.2665
2023-01-14 00:00:00,52.32,-15.05,4.02,93.41,0.6638
2023-01-14 01:00:00,13.17,-12.76,3.65,89.81,0.2206
2023-01-14 02:00:00,24.84,-13.55,4.19,91.97,0.4114
2023-01-14 03:00:00,0.0,-8.85,3.73,93.76,0.0
2023-01-14 04:00:00,2.0,-14.58,3.62,90.83,0.0
2023-01-14 05:00:00,0.0,-13.04,5.26,89.53,0.17
2023-01-14 06:00:00,29.69,-9.45,4.66,90.19,0.2875
2023-01-14 07:00:00,0.0,-8.12,4.86,96.2,0.0
2023-01-14 08:00:00,23.47,-13.61,3.96,88.7,0.2439
2023-01-14 09:00:00,0.0,-11.29,3.79,91.79,0.0
2023-01-14 10:00:00,35.14,-7.87,4.36,84.76,0.432
2023-01-14 11:00:00,57.88,-4.33,4.6,95.64,0.5868
2023-01-14 12:00:00,104.62,-3.16,4.09,90.39,1.4226
2023-01-14 13:00:00,57.28,-7.87,4.74,86.41,0.5116
2023-01-14 14:00:00,0.0,-7.68,3.9,87.79,0.0
2023-01-14 15:00:00,0.0,-9.49,3.51,87.05,0.0
2023-01-14 16:00:00,0.0,-7.17,3.95,88.17,0.0
2023-01-14 17:00:00,0.0,-6.11,3.67,89.19,0.0692
2023-01-14 18:00:00,45.34,-7.43,3.89,87.16,0.4791
2023-01-14 19:00:00,19.13,-10.77,4.23,80.2,0.2683
2023-01-14 20:00:00,0.0,-13.12,4.31,97.01,0.0
2023-01-14 21:00:00,0.0,-12.04,3.87,89.47,0.0592
2023-01-14 22:00:00,0.98,-9.78,4.45,89.5,0.0
2023-01-14 23:00:00,0.0,-13.64,6.77,87.9,0.0212
2023-01-15 00:00:00,0.0,-16.54,4.97,92.53,0.0868
2023-01-15 01:00:00,9.36,-13.53,4.08,88.23,0.0
2023-01-15 02:00:00,34.66,-13.07,6.03,86.44,0.6485
2023-01-15 03:00:00,18.26,-15.68,4.42,86.76,0.0
2023-01-15 04:00:00,0.0,-10.95,3.59,94.25,0.102
2023-01-15 05:00:00,9.13,-9.68,3.57,89.0,0.2261
2023-01-15 06:00:00,2.16,-6.19,3.94,87.82,0.0
2023-01-15 07:00:00,12.42,-11.8,6.89,85.82,0.1867
2023-01-15 08:00:00,48.49,-6.95,5.16,86.39,0.4147
2023-01-15 09:00:00,0.0,-5.86,3.57,93.4,0.0407
2023-01-15 10:00:00,0.0,-6.28,7.01,83.41,0.0
2023-01-15 11:00:00,53.08,-9.03,4.78,91.34,0.5998
2023-01-15 12:00:00,2.55,-9.04,3.54,91.53,0.0
2023-01-15 13:00:00,79.63,-6.82,3.87,89.07,0.8073
2023-01-15 14:00:00,11.05,-7.13,3.56,87.04,0.0052
2023-01-15 15:00:00,25.4,-8.91,3.99,80.58,0.3814
2023-01-15 16:00:00,0.0,-5.83,3.63,91.31,0.2468
2023-01-15 17:00:00,24.41,-9.94,7.17,80.02,0.6164
2023-01-15 18:00:00,32.05,-13.7,3.65,88.83,0.5071
2023-01-15 19:00:00,6.99,-11.14,4.45,88.25,0.0758
2023-01-15 20:00:00,7.03,-10.45,3.59,91.83,0.2266
2023-01-15 21:00:00,8.11,-11.35,3.9,83.51,0.1424
2023-01-15 22:00:00,0.0,-11.84,4.0,83.27,0.0
2023-01-15 23:00:00,0.0,-9.82,3.99,90.67,0.2929
2023-01-16 00:00:00,0.0,-15.11,3.72,86.99,0.1438
2023-01-16 01:00:00,11.5,-13.63,3.93,77.75,0.0187
2023-01-16 02:00:00,29.99,-9.39,4.06,87.81,0.4832
2023-01-16 03:00:00,0.0,-15.94,4.4,96.88,0.0841
2023-01-16 04:00:00,0.0,-11.49,3.88,90.58,0.0
2023-01-16 05:00:00,44.44,-8.2,4.41,81.91,0.5125
2023-01-16 06:00:00,0.0,-7.46,3.7,90.19,0.0
2023-01-16 07:00:00,0.0,-7.79,4.17,92.75,0.0
2023-01-16 08:00:00,6.07,-7.01,4.76,79.21,0.0
2023-01-16 09:00:00,25.33,-9.84,7.76,86.4,0.4506
2023-01-16 10:00:00,0.34,-4.54,5.77,94.34,0.0
2023-01-16 11:00:00,75.22,-9.39,4.47,80.22,0.943
2023-01-16 12:00:00,75.7,-9.16,3.91,86.44,1.0499
2023-01-16 13:00:00,60.61,-6.21,4.49,86.76,0.3707
2023-01-16 14:00:00,16.62,-8.27,4.3,85.76,0.4297
2023-01-16 15:00:00,69.83,-7.35,4.49,94.72,0.7627
2023-01-16 16:00:00,0.0,-7.52,4.32,93.95,0.0579
2023-01-16 17:00:00,0.0,-5.55,4.56,86.33,0.2905
2023-01-16 18:00:00,48.13,-9.02,3.72,82.75,0.6913
2023-01-16 19:00:00,0.0,-11.9,4.85,94.2,0.0
2023-01-16 20:00:00,3.24,-10.03,4.6,91.71,0.0
2023-01-16 21:00:00,39.29,-13.67,3.72,87.76,0.3862
2023-01-16 22:00:00,0.0,-10.66,3.87,91.11,0.0
2023-01-16 23:00:00,0.0,-12.65,3.96,91.08,0.1893
2023-01-17 00:00:00,0.0,-12.05,5.82,83.31,0.081
2023-01-17 01:00:00,0.0,-16.31,4.51,84.71,0.0314
2023-01-17 02:00:00,13.19,-16.95,4.06,87.71,0.1211
2023-01-17 03:00:00,15.73,-14.97,4.43,78.01,0.2916
2023-01-17 04:00:00,8.29,-7.86,6.74,85.97,0.0
2023-01-17 05:00:00,0.0,-12.92,3.93,83.72,0.2794
2023-01-17 06:00:00,0.0,-8.38,5.43,88.54,0.0
2023-01-17 07:00:00,1.63,-10.36,5.82,82.05,0.0
2023-01-17 08:00:00,0.0,-8.83,4.13,89.83,0.172
2023-01-17 09:00:00,13.78,-7.82,4.11,88.79,0.3244
2023-01-17 10:00:00,21.06,-3.96,4.78,87.17,0.2239
2023-01-17 11:00:00,39.5,-5.78,3.94,90.03,0.6428
2023-01-17 12:00:00,72.8,-6.08,4.41,90.64,0.969
2023-01-17 13:00:00,42.23,-4.36,3.74,86.49,0.5289
2023-01-17 14:00:00,15.9,-8.52,4.58,87.86,0.0
2023-01-17 15:00:00,0.0,-5.59,3.92,84.29,0.019
2023-01-17 16:00:00,0.0,-6.55,3.98,84.23,0.0013
2023-01-17 17:00:00,5.9,-7.29,5.59,95.58,0.0293
2023-01-17 18:00:00,24.62,-10.16,4.02,86.67,0.2252
